datekey,productkey,warehousekey,producedqty,scrapqty,machinehours,downtimehours
20241120,17,1,139.61,0.78,8.19,2.61
20241120,11,3,102.07,0.13,18.53,0.31
20241120,1,3,4.52,0.32,11.78,0.82
20241120,4,3,37.07,0.0,5.04,0.11
20241121,22,1,135.68,12.71,9.77,2.43
20241121,1,3,72.94,1.38,6.97,2.03
20241121,15,3,141.89,10.85,10.57,0.51
20241121,16,1,25.72,0.65,8.6,2.3
20241121,27,2,94.19,7.74,12.65,2.28
20241122,25,2,73.56,4.37,14.84,0.66
20241122,16,2,128.5,1.68,6.21,0.61
20241122,10,1,139.25,2.74,4.2,0.65
20241122,6,1,10.28,0.61,11.43,1.15
20241122,5,3,77.09,1.25,8.55,2.9
20241125,8,3,131.04,2.52,2.87,1.47
20241125,11,2,58.21,3.41,11.6,0.45
20241125,14,2,50.88,4.93,19.29,2.78
20241125,4,3,107.28,2.76,17.6,2.12
20241125,3,2,89.95,2.69,10.98,1.01
20241126,7,2,82.98,4.37,3.02,2.49
20241126,10,2,12.91,1.24,15.01,2.97
20241126,16,2,55.02,0.22,7.88,0.08
20241126,4,1,29.6,1.19,6.76,0.25
20241126,27,1,70.71,0.78,5.79,0.43
20241127,23,2,111.49,9.09,4.63,0.3
20241127,1,1,106.43,9.49,16.81,1.89
20241127,11,3,87.21,1.3,3.92,0.31
20241127,10,3,133.34,11.64,9.38,1.63
20241127,8,2,133.49,6.77,15.75,0.97
20241128,26,3,26.14,1.54,13.84,0.35
20241128,21,2,65.04,5.43,12.16,1.29
20241128,20,1,140.6,3.2,11.09,0.71
20241128,3,2,144.93,7.61,3.83,0.82
20241128,22,1,108.2,1.29,13.38,0.16
20241129,18,2,147.2,13.01,17.64,2.27
20241129,14,1,143.45,7.16,15.73,0.21
20241129,1,1,104.67,8.95,1.41,1.39
20241129,11,2,3.04,0.09,13.47,0.06
20241129,8,3,19.68,1.95,10.18,0.9
20241202,14,1,99.42,3.45,13.19,0.78
20241202,26,2,25.18,1.42,16.92,2.21
20241202,10,3,81.5,1.77,14.06,1.71
20241202,13,1,11.24,0.57,5.84,1.33
20241202,5,2,9.91,0.58,7.87,0.98
20241203,4,3,3.76,0.07,4.38,2.44
20241203,15,2,127.07,5.14,4.83,2.08
20241203,3,3,15.96,0.08,9.84,1.16
20241203,9,1,66.01,0.61,3.52,1.24
20241203,10,2,41.56,3.94,10.75,2.72
20241204,12,1,34.4,3.03,6.67,0.37
20241204,13,1,36.36,1.13,7.46,2.31
20241204,20,1,16.6,0.79,14.7,0.43
20241204,28,2,54.3,3.16,2.84,1.08
20241204,3,3,116.83,9.07,15.36,2.27
20241205,7,3,146.8,9.6,7.49,2.48
20241205,13,2,91.03,8.96,2.13,2.67
20241205,27,3,135.18,9.05,3.54,1.57
20241205,22,2,121.68,7.74,19.08,1.84
20241205,15,1,32.65,0.3,7.22,1.55
20241206,6,1,41.8,0.77,17.37,0.35
20241206,11,1,14.21,0.78,19.44,0.55
20241206,2,3,112.17,1.89,2.8,1.05
20241206,18,2,6.57,0.43,18.5,0.85
20241206,10,1,31.39,0.29,7.09,2.11
20241209,21,1,136.76,3.78,14.46,2.22
20241209,26,1,26.08,2.58,10.77,1.95
20241209,29,1,122.56,4.05,17.95,2.52
20241209,10,3,83.59,5.54,14.5,2.19
20241209,7,1,111.63,7.68,2.57,1.88
20241210,15,1,60.28,1.47,2.9,2.82
20241210,6,2,32.55,1.22,7.03,2.97
20241210,8,2,94.27,3.41,10.07,2.36
20241210,30,2,10.71,0.31,13.75,2.67
20241210,25,2,62.84,2.79,7.98,1.23
20241211,26,1,78.04,7.57,14.65,0.27
20241211,16,1,0.79,0.01,1.67,1.25
20241211,18,1,26.22,1.69,12.16,1.72
20241211,25,2,120.37,8.23,16.01,2.29
20241211,2,2,16.52,1.27,7.95,1.78
20241212,15,1,70.1,5.01,7.01,1.36
20241212,14,3,105.94,6.79,18.59,1.38
20241212,10,2,23.48,1.78,1.18,0.73
20241212,30,1,103.84,3.25,17.71,0.32
20241212,5,1,25.08,0.01,1.96,0.31
20241213,4,3,35.37,0.38,19.26,2.06
20241213,23,1,20.86,1.81,17.42,2.26
20241213,6,2,11.4,0.05,11.27,2.45
20241213,26,3,90.63,5.12,18.59,1.16
20241213,9,2,90.17,6.35,5.3,1.19
20241216,4,1,82.27,0.8,13.83,0.39
20241216,23,3,133.14,10.81,8.46,1.21
20241216,9,3,23.42,0.21,15.04,0.79
20241216,28,3,2.45,0.12,12.4,2.18
20241216,2,1,20.83,1.27,12.76,1.98
20241217,21,1,85.36,3.23,1.9,1.19
20241217,18,2,12.36,0.52,13.9,1.39
20241217,19,3,133.86,4.66,18.6,1.04
20241217,15,2,36.72,3.17,6.64,1.9
20241217,13,3,146.14,6.48,19.73,1.0
20241218,1,2,116.64,10.37,7.55,1.74
20241218,9,3,139.67,7.75,12.93,1.21
20241218,10,1,95.99,7.27,4.97,0.6
20241218,11,1,143.96,13.38,19.61,0.27
20241218,13,1,19.06,0.89,18.21,2.77
20241219,23,3,117.31,6.22,4.3,2.8
20241219,4,2,64.14,2.65,7.34,1.73
20241219,13,3,109.76,2.12,17.68,1.93
20241219,5,3,69.29,1.89,8.12,1.18
20241219,14,3,79.63,2.96,12.38,0.47
20241220,17,3,93.27,9.13,8.85,1.61
20241220,15,1,75.96,7.6,17.57,0.35
20241220,21,1,97.05,5.29,14.6,0.1
20241220,13,3,88.42,2.06,8.97,1.93
20241220,3,1,6.34,0.42,19.99,0.75
20241223,20,3,135.4,7.53,7.02,0.81
20241223,1,1,27.64,1.42,13.17,1.07
20241223,18,1,68.11,2.0,10.94,1.17
20241223,11,1,53.03,2.16,5.41,2.49
20241223,15,1,13.47,0.93,12.98,2.99
20241224,2,2,36.45,2.39,8.05,2.53
20241224,22,2,113.23,6.68,10.04,1.67
20241224,20,2,111.95,0.01,7.86,2.25
20241224,15,1,78.6,0.68,12.43,0.38
20241224,5,1,61.29,5.07,1.12,1.02
20241225,14,3,136.04,10.42,9.94,1.57
20241225,17,2,15.69,1.56,14.94,2.77
20241225,6,3,69.15,5.04,8.65,2.77
20241225,25,2,25.28,1.36,10.71,1.79
20241225,23,2,120.63,6.33,17.87,2.07
20241226,23,2,43.3,0.54,7.91,0.21
20241226,10,2,25.55,1.46,9.79,0.53
20241226,4,3,148.93,2.04,10.23,2.37
20241226,29,2,49.84,1.68,2.25,1.29
20241226,20,2,90.99,4.6,2.24,0.6
20241227,2,1,15.42,0.89,16.99,0.32
20241227,20,3,149.42,14.92,5.72,0.98
20241227,30,3,108.25,4.12,16.12,0.79
20241227,12,1,121.91,8.15,11.67,1.28
20241227,8,1,90.59,4.46,4.3,2.83
20241230,17,2,111.8,7.45,8.18,2.74
20241230,28,2,15.18,1.34,9.59,1.09
20241230,22,3,18.78,1.61,13.79,1.84
20241230,14,3,52.59,1.98,19.18,0.74
20241230,20,3,34.51,3.2,5.94,1.99
20241231,12,2,129.48,6.99,7.8,0.17
20241231,27,3,113.47,0.41,1.15,1.5
20241231,29,3,106.67,5.54,5.53,1.13
20241231,2,2,78.93,0.65,14.69,0.96
20241231,10,3,144.4,8.7,16.41,0.88
20250101,1,2,90.7,6.69,11.31,0.79
20250101,29,1,146.99,6.98,9.41,1.41
20250101,21,1,129.67,2.46,1.98,2.45
20250101,9,2,9.93,0.5,18.31,1.89
20250101,18,2,103.98,8.09,11.02,2.79
20250102,24,2,41.0,3.84,8.59,0.06
20250102,3,2,131.71,10.5,18.1,0.0
20250102,16,1,97.1,5.18,17.76,2.87
20250102,20,1,79.25,1.2,18.85,2.07
20250102,15,1,9.33,0.11,12.69,0.02
20250103,13,1,112.49,6.82,12.07,2.39
20250103,27,1,36.89,3.51,14.98,2.54
20250103,18,1,105.61,3.69,6.87,0.11
20250103,16,3,39.78,0.13,10.1,2.04
20250103,29,1,96.64,8.19,3.69,0.05
20250106,3,2,117.48,0.31,16.59,2.7
20250106,8,3,130.83,4.5,5.11,1.1
20250106,20,1,138.55,7.06,17.32,0.61
20250106,21,2,6.0,0.47,9.63,2.44
20250106,27,2,46.63,2.98,18.39,1.27
20250107,4,3,77.19,5.24,10.83,2.1
20250107,10,2,71.98,0.57,13.17,1.94
20250107,23,3,33.51,3.23,2.86,2.03
20250107,11,2,82.98,1.42,17.02,1.2
20250107,24,1,131.82,3.4,3.22,1.1
20250108,22,2,50.3,2.29,1.23,2.02
20250108,1,1,72.77,1.38,5.32,1.0
20250108,30,1,15.48,0.26,12.89,2.1
20250108,3,1,17.95,1.56,10.8,1.83
20250108,21,2,67.11,0.61,1.54,1.28
20250109,22,3,44.57,0.76,14.17,0.97
20250109,20,1,130.76,3.1,1.26,0.9
20250109,24,1,124.85,4.85,12.85,1.76
20250109,23,2,97.71,2.74,6.22,1.65
20250109,12,1,109.66,6.38,11.64,0.47
20250110,22,3,50.1,1.54,16.4,2.32
20250110,17,3,103.35,4.4,19.81,1.51
20250110,5,3,104.5,5.0,10.08,1.97
20250110,27,2,17.02,0.92,10.52,0.58
20250110,4,3,88.49,2.16,16.52,2.95
20250113,2,3,81.83,3.42,12.25,1.1
20250113,6,2,88.99,5.75,1.23,1.02
20250113,26,2,43.56,0.83,11.38,0.51
20250113,13,1,97.11,2.64,11.74,1.34
20250113,8,3,146.78,8.31,18.16,1.46
20250114,28,1,64.2,3.39,11.63,1.32
20250114,10,3,148.95,13.85,8.15,2.64
20250114,29,2,86.27,6.58,1.86,1.07
20250114,7,3,34.66,1.06,12.07,0.47
20250114,17,3,32.86,3.21,10.51,2.23
20250115,7,1,33.62,2.65,13.42,0.45
20250115,9,2,112.38,5.65,17.99,2.39
20250115,12,3,11.09,0.91,5.9,1.12
20250115,17,2,79.22,3.64,18.01,2.65
20250115,16,3,78.89,2.9,14.16,0.9
20250116,4,1,145.74,10.8,15.21,2.43
20250116,11,1,98.04,0.24,4.77,2.7
20250116,6,1,51.14,0.68,13.52,0.97
20250116,10,1,69.57,1.2,8.46,0.39
20250116,15,3,45.88,3.86,10.35,2.34
20250117,17,1,107.65,0.45,3.8,1.52
20250117,29,3,96.6,3.56,7.82,1.63
20250117,8,3,10.61,0.8,12.95,1.4
20250117,14,3,25.12,2.15,1.59,1.67
20250117,30,1,31.45,1.75,15.83,0.38
20250120,16,2,0.31,0.02,9.02,1.62
20250120,22,3,112.7,3.08,5.77,1.48
20250120,5,2,91.47,0.8,4.68,2.79
20250120,18,1,4.37,0.37,6.3,2.12
20250120,8,1,69.54,1.11,9.67,0.65
20250121,27,3,31.71,2.52,3.42,2.9
20250121,17,3,137.58,3.65,14.35,2.68
20250121,22,2,20.53,2.05,19.34,0.99
20250121,12,1,42.92,3.5,16.79,1.06
20250121,13,3,94.6,6.72,19.08,0.86
20250122,2,1,55.96,3.4,17.8,1.96
20250122,7,3,25.88,1.8,14.06,2.56
20250122,28,1,63.88,3.01,2.59,2.54
20250122,27,1,78.47,4.27,3.58,2.13
20250122,15,3,76.09,0.24,3.71,2.59
20250123,14,3,86.79,6.81,4.96,2.79
20250123,25,3,102.16,7.3,16.79,0.84
20250123,21,3,96.66,3.17,18.67,2.86
20250123,3,1,70.07,4.56,13.53,2.89
20250123,7,2,121.93,5.11,1.14,1.34
20250124,23,1,114.28,10.43,1.71,1.47
20250124,13,1,140.74,5.22,11.88,0.47
20250124,10,1,136.25,1.2,11.4,1.75
20250124,21,2,17.54,0.89,9.17,2.03
20250124,22,1,52.08,0.66,19.94,2.63
20250127,21,2,116.71,3.16,10.74,1.79
20250127,6,2,59.31,4.18,6.8,2.15
20250127,13,2,3.62,0.16,13.48,1.71
20250127,30,1,38.18,1.28,10.52,1.9
20250127,5,3,1.32,0.07,15.1,3.0
20250128,3,2,67.55,5.61,8.1,2.24
20250128,12,1,103.0,4.36,19.18,1.11
20250128,10,2,126.51,4.31,13.43,2.95
20250128,26,3,84.24,5.51,14.41,1.26
20250128,19,1,85.44,5.53,14.33,2.87
20250129,10,2,68.41,2.9,16.65,1.91
20250129,25,2,100.39,1.98,4.93,1.03
20250129,18,1,14.97,0.82,9.63,2.59
20250129,1,1,7.77,0.69,9.49,1.3
20250129,27,1,148.77,2.43,10.85,2.84
20250130,14,3,51.57,1.88,14.35,1.67
20250130,28,3,124.79,7.23,11.44,2.46
20250130,24,2,92.87,0.99,9.42,0.24
20250130,27,3,60.03,3.22,13.08,1.67
20250130,21,2,51.73,3.46,2.93,2.33
20250131,29,2,65.73,0.32,16.45,2.82
20250131,19,2,81.44,0.03,2.75,2.19
20250131,8,1,127.25,8.86,9.18,0.12
20250131,9,1,13.36,0.58,18.39,1.25
20250131,13,3,18.07,1.33,2.24,2.2
20250203,30,2,68.45,4.16,17.74,2.58
20250203,17,3,117.96,10.33,16.84,1.55
20250203,9,1,37.51,0.39,6.44,1.22
20250203,18,3,147.08,4.06,6.02,0.26
20250203,12,2,92.24,0.25,6.69,0.51
20250204,19,1,68.37,1.39,1.15,0.56
20250204,30,1,139.41,12.23,4.61,2.57
20250204,15,2,1.06,0.06,2.38,0.01
20250204,21,2,107.18,9.6,19.81,0.68
20250204,26,3,51.78,4.73,12.72,0.37
20250205,16,2,57.32,1.66,17.96,0.24
20250205,15,2,145.79,4.67,7.5,2.88
20250205,6,2,40.41,2.47,9.99,1.6
20250205,28,3,101.41,5.09,12.34,2.8
20250205,4,2,23.23,1.34,19.62,1.29
20250206,13,3,30.15,1.5,7.0,0.32
20250206,24,3,138.96,10.47,1.87,2.97
20250206,18,2,4.13,0.28,8.55,0.83
20250206,20,2,52.87,3.71,8.56,2.22
20250206,27,1,54.01,0.76,10.47,0.57
20250207,29,1,135.42,4.14,10.16,2.87
20250207,16,1,17.85,0.31,16.54,0.03
20250207,27,2,80.02,4.53,12.8,1.01
20250207,12,3,28.17,1.37,11.49,0.8
20250207,10,3,16.82,1.58,14.0,2.7
20250210,11,2,38.83,0.07,15.96,0.54
20250210,19,1,18.52,0.49,10.69,1.93
20250210,21,3,84.95,0.96,5.85,0.48
20250210,3,2,19.24,1.31,10.6,0.31
20250210,10,3,57.0,1.71,17.92,1.63
20250211,26,1,3.52,0.04,10.64,1.76
20250211,16,3,104.24,1.75,3.26,2.62
20250211,7,1,43.45,2.55,2.12,1.16
20250211,15,2,73.83,6.32,14.44,2.96
20250211,23,1,40.21,2.04,3.42,0.64
20250212,27,1,101.06,1.85,5.15,1.56
20250212,7,1,83.73,5.03,4.39,0.95
20250212,21,1,123.89,8.84,8.6,1.49
20250212,30,1,81.23,2.86,18.18,0.23
20250212,2,2,67.87,1.58,3.34,1.44
20250213,8,3,115.55,7.57,1.82,1.18
20250213,26,3,131.15,3.14,14.74,1.61
20250213,13,1,120.56,6.21,4.58,0.62
20250213,20,3,11.09,0.37,3.05,1.64
20250213,15,1,1.54,0.11,1.54,1.1
20250214,10,3,60.64,3.51,14.05,2.54
20250214,9,3,22.31,1.83,9.61,2.72
20250214,3,3,110.52,10.12,13.98,2.99
20250214,11,1,149.73,13.28,13.45,2.01
20250214,18,1,111.85,1.45,17.13,0.98
20250217,16,1,141.07,0.09,19.15,2.11
20250217,8,1,128.17,4.84,4.51,1.51
20250217,27,3,43.35,1.01,2.65,0.19
20250217,21,1,89.02,7.34,2.11,0.88
20250217,30,1,60.96,0.39,5.75,2.97
20250218,18,2,117.94,0.73,8.08,2.25
20250218,22,3,148.53,6.05,3.05,1.25
20250218,27,1,96.62,6.31,17.19,0.03
20250218,24,3,125.34,11.28,9.0,1.58
20250218,12,1,20.8,1.41,14.68,2.68
20250219,19,2,57.65,3.32,11.97,0.61
20250219,24,2,10.09,0.16,16.08,2.16
20250219,30,3,10.72,0.47,13.69,1.13
20250219,25,1,112.78,3.82,13.98,0.52
20250219,14,3,129.78,10.93,6.21,1.97
20250220,23,3,19.59,1.13,1.53,1.34
20250220,25,3,146.46,2.59,2.88,1.64
20250220,8,1,96.11,2.08,8.97,0.44
20250220,1,2,101.9,6.95,16.3,1.76
20250220,4,1,40.59,1.96,14.92,2.22
20250221,5,1,7.45,0.42,8.0,2.06
20250221,15,3,3.87,0.04,16.1,0.22
20250221,6,2,99.34,9.52,12.27,1.23
20250221,30,1,2.9,0.12,18.97,1.44
20250221,29,2,149.45,3.57,11.15,0.8
20250224,25,3,114.89,2.1,13.26,2.79
20250224,12,1,148.32,8.48,1.79,2.98
20250224,6,3,114.61,4.22,3.0,0.21
20250224,8,2,73.8,7.14,15.36,0.48
20250224,19,3,42.22,4.16,9.18,1.88
20250225,10,3,43.66,1.88,7.38,1.96
20250225,15,1,36.05,0.07,8.27,2.33
20250225,20,1,105.44,8.81,7.09,0.4
20250225,17,2,52.4,3.27,8.47,0.74
20250225,22,2,123.83,4.48,14.19,1.03
20250226,20,3,93.32,3.87,5.43,2.95
20250226,22,1,88.22,8.5,12.55,2.96
20250226,26,3,50.45,2.45,8.16,1.95
20250226,7,2,32.78,0.81,12.05,1.49
20250226,27,1,36.71,0.81,1.71,0.35
20250227,8,3,109.59,7.07,2.17,0.36
20250227,30,3,126.37,10.99,14.83,2.81
20250227,27,3,12.07,0.56,13.83,1.23
20250227,15,2,98.19,9.64,19.29,0.8
20250227,23,1,8.22,0.7,7.47,1.46
20250228,22,2,19.76,1.85,13.36,2.63
20250228,6,3,135.27,2.41,9.78,2.29
20250228,9,3,9.51,0.42,7.51,2.99
20250228,5,2,83.57,3.5,9.38,2.29
20250228,15,2,124.11,5.12,18.71,1.72
20250303,8,2,134.48,8.04,1.21,1.5
20250303,27,3,146.09,10.08,19.37,0.18
20250303,13,1,55.3,5.12,11.56,0.51
20250303,3,1,129.84,5.12,4.18,0.98
20250303,15,1,35.37,1.03,17.16,2.92
20250304,4,1,84.42,0.6,1.47,2.64
20250304,1,1,22.32,1.18,19.11,2.8
20250304,6,2,0.26,0.02,14.88,2.62
20250304,2,1,139.7,3.42,3.82,0.59
20250304,3,1,99.75,0.52,16.97,0.46
20250305,7,1,17.99,0.48,1.78,2.52
20250305,6,1,40.58,1.96,6.76,1.58
20250305,18,1,3.25,0.09,17.24,2.05
20250305,23,3,110.76,2.78,14.13,1.83
20250305,11,3,129.59,2.2,1.3,2.21
20250306,15,3,3.26,0.26,6.1,0.95
20250306,13,3,145.49,2.71,16.91,2.74
20250306,19,2,108.26,10.79,3.52,1.65
20250306,23,3,92.76,1.5,14.96,0.99
20250306,20,3,78.87,5.51,10.31,0.95
20250307,15,1,57.69,1.54,12.65,2.74
20250307,9,3,51.63,1.51,3.71,0.03
20250307,2,2,143.47,13.84,5.31,0.44
20250307,3,2,77.77,5.92,11.1,2.81
20250307,24,2,91.3,3.56,18.85,2.91
20250310,27,1,39.53,2.21,7.25,0.35
20250310,25,1,35.0,1.33,18.37,1.25
20250310,10,2,27.33,0.09,13.57,2.56
20250310,11,3,10.14,0.68,5.13,2.24
20250310,15,3,95.41,5.87,7.33,2.32
20250311,9,1,53.12,2.2,10.34,1.56
20250311,12,3,91.67,0.11,9.58,1.14
20250311,25,1,37.3,2.36,11.42,1.43
20250311,5,2,34.27,2.71,16.45,1.01
20250311,21,3,6.28,0.51,18.12,2.45
20250312,1,2,115.5,6.46,11.58,1.26
20250312,23,2,15.39,0.73,19.17,0.01
20250312,6,2,73.36,5.22,10.18,1.9
20250312,29,3,148.42,7.71,4.48,2.72
20250312,28,1,1.27,0.0,12.16,2.52
20250313,4,3,132.92,1.49,19.22,0.01
20250313,2,3,126.53,6.7,10.72,1.0
20250313,18,2,15.77,0.79,17.01,1.28
20250313,19,2,146.42,11.7,17.58,2.72
20250313,6,1,110.42,9.55,12.3,2.77
20250314,29,2,7.41,0.35,12.04,0.95
20250314,12,2,23.84,2.25,18.48,2.23
20250314,30,1,53.93,3.57,18.97,2.13
20250314,8,1,70.43,4.91,18.77,2.75
20250314,17,2,46.81,3.7,8.7,0.54
20250317,28,2,8.71,0.42,12.38,1.53
20250317,5,1,27.56,0.07,12.68,0.04
20250317,10,3,43.79,3.42,2.86,0.12
20250317,30,1,65.08,0.39,9.39,0.08
20250317,13,2,68.87,0.31,14.66,0.03
20250318,9,1,138.85,0.43,14.4,0.04
20250318,4,2,126.1,2.58,15.72,1.5
20250318,29,1,53.4,5.11,15.41,2.92
20250318,30,1,112.52,10.55,5.76,0.53
20250318,20,3,95.84,1.08,2.59,0.84
20250319,24,3,1.4,0.03,12.02,1.96
20250319,28,3,86.81,0.92,7.57,2.69
20250319,8,2,22.43,1.61,8.35,0.91
20250319,19,1,78.27,0.8,3.42,1.67
20250319,29,2,17.26,1.22,17.25,0.43
20250320,8,3,12.7,1.27,13.74,0.6
20250320,21,3,47.94,1.1,12.26,2.63
20250320,10,2,108.79,8.0,7.37,0.96
20250320,22,3,57.88,3.97,2.65,0.55
20250320,4,1,1.48,0.11,15.27,2.33
20250321,28,3,125.76,1.19,1.82,2.79
20250321,24,2,44.57,2.1,19.35,1.92
20250321,30,2,90.19,7.56,19.44,1.69
20250321,5,3,129.68,6.75,10.47,0.87
20250321,14,1,29.7,2.12,13.21,1.66
20250324,20,1,48.05,3.83,10.72,0.92
20250324,29,3,59.76,0.97,4.17,3.0
20250324,17,2,132.25,0.39,5.7,0.34
20250324,26,2,33.13,2.47,16.25,0.19
20250324,11,3,29.18,0.62,17.09,0.2
20250325,24,2,11.39,0.3,15.63,2.84
20250325,17,3,123.61,11.49,12.97,0.39
20250325,11,3,141.19,10.93,17.94,0.31
20250325,22,2,67.78,2.9,7.98,0.56
20250325,16,3,98.71,7.28,1.06,0.35
20250326,22,3,15.42,0.65,11.23,2.45
20250326,30,2,44.68,1.5,4.03,0.91
20250326,24,3,140.67,5.69,13.25,2.55
20250326,9,3,142.52,13.67,1.79,1.59
20250326,13,2,16.66,0.08,13.03,2.34
20250327,30,1,60.18,0.7,6.62,0.28
20250327,1,2,69.44,3.23,19.56,0.74
20250327,28,2,15.68,1.18,2.68,2.29
20250327,27,2,95.88,8.71,18.94,1.37
20250327,7,1,9.16,0.38,8.32,1.29
20250328,1,3,112.27,6.95,11.59,2.28
20250328,14,3,40.94,3.66,7.4,2.91
20250328,7,3,9.21,0.53,17.45,2.86
20250328,5,3,148.69,8.8,16.41,0.99
20250328,18,2,27.05,1.87,13.65,1.82
20250331,4,1,133.65,9.09,18.19,0.77
20250331,13,1,114.56,4.37,5.2,2.96
20250331,26,1,0.96,0.03,7.67,1.95
20250331,21,1,79.01,1.25,6.94,2.59
20250331,11,3,56.81,3.04,15.22,2.06
20250401,18,1,13.11,0.78,4.76,1.53
20250401,24,2,61.17,1.56,16.71,0.82
20250401,26,3,116.3,1.75,17.57,2.38
20250401,28,2,114.71,4.38,17.54,1.88
20250401,8,2,81.39,4.75,3.4,2.3
20250402,24,3,133.71,8.86,1.41,1.87
20250402,1,1,50.17,0.68,12.56,2.1
20250402,7,3,37.16,2.17,11.6,0.33
20250402,5,1,4.97,0.29,17.6,2.7
20250402,25,1,27.98,0.73,6.33,0.46
20250403,29,1,47.86,2.34,19.71,0.54
20250403,7,1,89.5,4.04,4.12,2.19
20250403,13,1,131.92,7.89,14.67,0.97
20250403,1,2,132.68,0.02,4.71,0.69
20250403,23,2,107.42,6.88,11.26,1.25
20250404,4,1,58.83,2.41,17.33,1.19
20250404,9,3,29.85,2.17,14.76,1.82
20250404,18,1,76.23,3.67,13.18,1.25
20250404,2,2,57.67,0.46,6.05,1.67
20250404,7,1,28.95,0.79,19.27,0.71
20250407,1,2,25.81,0.34,16.29,1.04
20250407,23,3,122.99,7.42,7.77,2.39
20250407,9,2,85.39,0.95,9.08,0.35
20250407,16,3,13.34,0.2,5.85,0.96
20250407,3,2,96.27,9.28,8.5,0.52
20250408,8,3,79.93,1.14,2.7,0.58
20250408,25,2,21.4,0.85,13.69,0.01
20250408,5,2,53.62,0.06,10.75,1.98
20250408,21,1,16.13,0.35,6.05,1.23
20250408,13,2,32.3,2.96,6.36,1.78
20250409,17,1,90.85,8.64,15.71,1.94
20250409,27,3,11.16,0.16,10.74,1.55
20250409,21,3,125.34,0.0,15.26,1.93
20250409,23,1,60.83,3.78,7.71,2.83
20250409,6,3,7.64,0.63,4.23,2.27
20250410,10,1,122.95,0.46,14.98,2.64
20250410,5,1,118.71,6.65,7.73,0.62
20250410,1,3,131.54,6.66,13.36,2.32
20250410,12,1,11.12,1.1,16.2,2.46
20250410,6,2,122.67,3.61,5.92,2.35
20250411,26,1,50.47,3.73,16.56,1.61
20250411,25,2,14.88,1.16,11.58,0.88
20250411,5,2,117.81,6.88,4.22,1.28
20250411,4,2,128.98,9.03,6.65,1.43
20250411,9,3,146.78,7.06,3.97,1.41
20250414,14,3,141.28,9.82,7.91,0.17
20250414,27,1,6.86,0.18,5.22,2.51
20250414,20,3,133.33,6.24,17.06,1.18
20250414,30,3,126.55,4.56,19.61,1.44
20250414,21,1,131.7,8.22,18.72,0.19
20250415,29,2,149.75,11.64,15.81,0.02
20250415,8,3,30.02,0.63,2.7,1.25
20250415,19,3,126.37,8.44,10.95,0.97
20250415,16,1,130.05,8.99,12.76,2.6
20250415,7,2,144.17,10.29,5.4,0.2
20250416,18,3,0.09,0.0,12.93,2.3
20250416,19,3,88.68,6.85,7.75,0.82
20250416,2,1,92.06,6.37,6.28,2.52
20250416,4,2,4.82,0.33,2.67,2.27
20250416,17,2,46.92,1.72,15.9,1.45
20250417,24,3,98.73,5.42,6.6,1.47
20250417,30,3,147.17,8.43,15.84,0.17
20250417,12,3,28.51,2.25,11.13,1.73
20250417,23,3,81.15,7.56,11.99,2.57
20250417,13,1,37.49,0.7,3.23,1.46
20250418,24,2,56.46,2.2,19.51,0.78
20250418,11,3,71.12,5.85,13.72,0.6
20250418,19,3,87.13,3.41,6.07,0.28
20250418,27,3,37.1,1.39,3.45,2.0
20250418,10,3,128.77,3.59,2.09,1.98
20250421,12,1,46.38,4.09,6.42,2.76
20250421,24,1,122.98,8.47,8.95,1.23
20250421,10,1,83.75,4.97,12.14,2.76
20250421,11,3,38.17,0.76,13.57,2.47
20250421,8,3,39.18,0.55,11.28,0.27
20250422,17,3,32.67,0.61,4.0,0.05
20250422,16,1,100.61,5.43,10.66,0.8
20250422,30,1,84.85,7.1,8.05,0.96
20250422,27,1,15.75,0.83,4.71,2.1
20250422,18,1,136.99,0.38,2.53,1.9
20250423,5,2,13.31,0.37,19.76,0.93
20250423,23,1,49.91,2.71,3.59,2.18
20250423,13,1,119.7,1.85,13.91,1.78
20250423,1,3,95.28,2.8,14.14,0.83
20250423,16,3,8.33,0.76,3.29,1.55
20250424,27,2,63.62,5.67,15.58,2.64
20250424,17,3,34.25,2.59,19.55,1.14
20250424,19,2,8.43,0.55,7.99,2.98
20250424,28,1,4.67,0.08,15.08,1.75
20250424,6,3,136.52,6.7,5.24,1.77
20250425,7,2,58.32,2.8,17.88,1.57
20250425,12,2,71.33,4.34,17.87,2.18
20250425,24,3,18.59,1.12,4.56,1.76
20250425,9,3,46.23,3.23,5.65,0.85
20250425,4,2,70.16,0.74,17.2,2.27
20250428,14,1,45.38,1.35,14.66,1.84
20250428,28,1,26.54,0.07,4.39,0.2
20250428,7,1,124.28,3.21,19.91,2.3
20250428,21,2,38.79,0.22,7.38,1.8
20250428,26,1,8.5,0.33,3.6,1.37
20250429,3,3,82.33,3.82,19.6,1.96
20250429,20,3,148.51,6.79,10.75,2.68
20250429,5,3,79.13,5.61,11.02,1.29
20250429,24,2,139.26,10.79,4.77,0.39
20250429,14,3,72.45,4.98,13.12,1.86
20250430,3,2,145.38,8.12,11.22,1.07
20250430,22,1,28.55,1.7,12.51,1.52
20250430,15,1,146.23,0.36,4.41,2.53
20250430,5,3,117.26,10.04,16.86,0.81
20250430,7,1,31.15,1.11,15.71,1.11
20250501,14,1,26.76,1.63,12.58,2.04
20250501,7,3,17.23,0.64,7.11,2.07
