datekey,customerkey,productkey,regionkey,salesrepkey,warehousekey,invoicenumber,invoicelineno,quantity,listprice,discountamount,netsales,cogs,grossmargin,currency
20240628,17,28,3,5,1,INV907235,5,29.85,99.74,176.32,2800.92,1521.22,1279.7,EUR
20240725,13,17,4,9,2,INV117813,5,39.0,168.93,1081.24,5507.03,4186.33,1320.7,EUR
20240306,29,1,2,7,1,INV147796,5,15.62,187.96,90.36,2845.58,1603.91,1241.67,EUR
20251020,27,2,2,1,3,INV448949,1,27.49,149.82,183.97,3934.58,3127.74,806.84,EUR
20241011,5,7,3,11,3,INV112704,5,38.74,131.21,837.36,4245.72,2728.68,1517.04,EUR
20250511,37,29,4,3,2,INV452987,2,28.21,30.81,63.03,806.12,550.43,255.69,EUR
20250623,1,10,3,1,2,INV314584,3,37.92,81.75,428.6,2671.36,1575.43,1095.93,EUR
20250605,1,19,3,8,3,INV770206,2,29.08,138.6,716.03,3314.46,2238.4,1076.06,EUR
20251005,36,2,2,11,2,INV101142,2,36.14,57.69,61.35,2023.57,1541.1,482.47,EUR
20240215,15,3,3,9,3,INV899755,2,17.27,63.27,183.9,908.77,459.17,449.6,EUR
20240714,20,5,1,4,1,INV690894,4,33.58,99.52,355.97,2985.91,1905.26,1080.65,EUR
20250916,24,4,3,2,3,INV546023,3,49.68,140.48,1007.26,5971.79,3346.83,2624.96,EUR
20250527,34,25,2,14,3,INV435544,5,43.82,142.3,1005.15,5230.44,3049.01,2181.43,EUR
20250807,27,6,2,11,1,INV276491,4,2.53,132.14,48.31,286.0,175.32,110.68,EUR
20250929,18,6,4,7,2,INV406745,5,11.28,171.37,171.44,1761.61,1250.63,510.98,EUR
20250128,26,6,2,11,3,INV814480,1,19.2,196.53,399.7,3373.68,2591.18,782.5,EUR
20240402,30,18,2,5,1,INV500015,3,41.26,116.99,399.98,4427.03,2942.33,1484.7,EUR
20240124,27,30,2,4,1,INV582521,2,11.78,100.01,106.1,1072.02,697.64,374.38,EUR
20250816,2,5,2,4,2,INV812307,5,3.77,144.6,86.85,458.29,363.68,94.61,EUR
20241119,18,28,4,1,3,INV679012,3,40.69,197.04,931.52,7086.04,5038.03,2048.01,EUR
20240313,29,14,4,6,2,INV312362,5,26.72,197.88,929.02,4358.33,2891.29,1467.04,EUR
20251001,3,27,4,12,1,INV585248,5,4.25,120.81,32.9,480.54,327.13,153.41,EUR
20250725,38,10,3,9,3,INV899125,4,9.21,167.09,64.66,1474.24,853.69,620.55,EUR
20250608,29,14,2,9,1,INV263110,1,34.58,85.73,89.49,2875.05,1949.58,925.47,EUR
20251128,7,6,1,11,3,INV731900,1,31.97,73.41,41.41,2305.51,1760.37,545.14,EUR
20250713,7,5,4,14,3,INV922228,1,26.03,35.42,149.07,772.91,536.91,236.0,EUR
20250515,1,30,4,7,3,INV897363,5,2.8,32.5,8.28,82.72,44.63,38.09,EUR
20250507,10,19,2,7,3,INV736166,2,11.97,182.0,222.81,1955.73,1523.34,432.39,EUR
20250323,20,20,4,1,1,INV848524,3,3.17,103.26,30.13,297.2,203.36,93.84,EUR
20250615,15,7,3,6,3,INV567760,1,40.22,94.03,559.52,3222.37,2351.63,870.74,EUR
20251104,14,4,3,6,2,INV762831,1,34.39,155.85,471.63,4888.05,3771.23,1116.82,EUR
20250101,9,21,1,9,2,INV747880,5,34.1,150.44,530.01,4599.99,3281.05,1318.94,EUR
20241013,17,2,3,6,3,INV663499,2,6.13,24.51,1.92,148.33,113.67,34.66,EUR
20240222,7,25,2,4,3,INV931813,3,42.69,47.71,218.24,1818.5,1151.46,667.04,EUR
20241128,26,27,1,12,1,INV711088,4,44.04,95.56,375.74,3832.72,1977.8,1854.92,EUR
20240525,15,21,3,13,3,INV379979,3,21.89,65.47,118.09,1315.05,844.14,470.91,EUR
20241027,2,30,2,14,2,INV860877,4,47.74,164.74,104.43,7760.26,4387.49,3372.77,EUR
20240517,40,11,4,4,2,INV630612,2,43.56,77.46,637.65,2736.51,1668.77,1067.74,EUR
20251224,11,20,2,11,2,INV344864,1,25.94,192.73,773.93,4225.49,2376.89,1848.6,EUR
20240208,9,19,1,6,3,INV486178,3,32.48,199.23,293.48,6177.51,3413.17,2764.34,EUR
20240402,25,28,3,2,3,INV463813,3,27.34,120.78,526.42,2775.71,1407.81,1367.9,EUR
20250422,14,10,3,13,2,INV987681,4,35.74,83.87,435.93,2561.58,1546.2,1015.38,EUR
20251009,37,12,3,11,1,INV757574,4,14.12,187.06,490.8,2150.49,1149.38,1001.11,EUR
20240306,29,1,3,1,1,INV273628,1,26.17,27.87,82.35,647.01,337.44,309.57,EUR
20241020,7,8,3,14,2,INV800077,4,19.94,178.98,503.38,3065.48,1767.38,1298.1,EUR
20250729,14,23,4,13,2,INV401781,1,37.06,34.41,206.68,1068.55,809.78,258.77,EUR
20250702,26,10,2,4,1,INV951346,2,21.81,172.02,261.03,3490.73,2722.24,768.49,EUR
20240131,37,24,4,12,1,INV222237,5,44.64,88.97,359.37,3612.25,1939.54,1672.71,EUR
20250121,27,14,4,2,1,INV246328,3,37.58,183.9,384.09,6526.87,4852.03,1674.84,EUR
20240202,9,26,2,3,3,INV832900,2,14.16,121.79,13.66,1710.89,1317.2,393.69,EUR
20240801,29,14,2,7,2,INV475477,5,37.28,27.82,179.27,857.86,587.02,270.84,EUR
20241201,10,21,3,5,2,INV226141,3,15.39,127.19,82.72,1874.73,1374.29,500.44,EUR
20241224,5,15,3,14,2,INV478007,4,44.2,36.62,261.89,1356.71,1009.48,347.23,EUR
20240422,36,13,2,8,1,INV498049,2,4.26,121.07,77.41,438.35,315.84,122.51,EUR
20251020,25,29,3,6,3,INV894750,2,32.33,102.33,290.25,3018.08,2279.38,738.7,EUR
20240926,6,10,1,1,1,INV931324,5,16.85,194.83,487.8,2795.09,1678.05,1117.04,EUR
20240306,14,27,3,13,2,INV816540,3,43.88,85.87,106.02,3661.96,2417.02,1244.94,EUR
20250702,15,19,1,5,2,INV891704,2,47.88,22.56,199.86,880.31,513.04,367.27,EUR
20251213,6,12,4,5,3,INV969750,2,8.29,27.63,11.94,217.11,159.47,57.64,EUR
20250413,34,17,4,10,2,INV324034,1,7.57,140.76,61.7,1003.85,677.55,326.3,EUR
20241019,16,15,4,11,2,INV545567,1,26.18,19.84,54.88,464.53,284.38,180.15,EUR
20240222,4,4,4,4,1,INV427176,2,29.53,71.67,397.17,1719.25,988.66,730.59,EUR
20250319,31,18,4,3,3,INV208931,1,24.81,114.22,311.03,2522.77,1335.04,1187.73,EUR
20250921,26,21,3,7,2,INV235134,3,38.29,169.4,527.4,5958.93,3958.96,1999.97,EUR
20240103,10,28,4,14,3,INV788438,2,12.98,163.64,30.63,2093.42,1638.35,455.07,EUR
20240702,13,1,4,1,1,INV293657,2,3.66,192.2,60.74,642.71,385.99,256.72,EUR
20251024,22,30,1,11,2,INV971306,2,9.24,150.77,26.7,1366.41,1006.33,360.08,EUR
20240128,26,14,4,1,1,INV430340,1,13.55,150.32,230.73,1806.11,913.4,892.71,EUR
20250215,28,29,2,4,3,INV644532,2,7.31,172.05,69.9,1187.79,605.12,582.67,EUR
20241123,15,28,2,3,3,INV284655,1,19.25,36.57,3.88,700.09,551.86,148.23,EUR
20250920,3,28,1,2,1,INV368462,5,16.03,52.49,17.0,824.41,468.55,355.86,EUR
20240627,24,6,4,2,1,INV266014,2,36.91,58.29,358.18,1793.3,1118.15,675.15,EUR
20241017,22,5,2,5,1,INV624914,4,15.62,162.79,309.92,2232.86,1403.26,829.6,EUR
20240106,12,9,4,7,1,INV380622,2,37.53,148.64,650.83,4927.63,2990.99,1936.64,EUR
20250323,30,21,4,11,1,INV390170,5,27.96,128.77,127.7,3472.71,2227.98,1244.73,EUR
20240825,23,13,1,6,3,INV286188,4,49.11,86.81,694.12,3569.12,2387.09,1182.03,EUR
20240308,18,16,4,3,2,INV925789,2,43.74,107.07,580.34,4102.9,2564.18,1538.72,EUR
20241103,7,9,4,13,2,INV329822,2,20.81,120.5,186.0,2321.61,1361.77,959.84,EUR
20250328,18,30,4,7,3,INV433217,2,17.57,116.63,286.37,1762.82,1251.45,511.37,EUR
20250221,9,25,3,12,1,INV261581,3,10.92,183.05,301.83,1697.08,1046.21,650.87,EUR
20250829,10,10,1,6,2,INV185769,2,32.41,174.05,787.3,4853.66,3035.99,1817.67,EUR
20240720,36,30,2,6,2,INV322825,3,21.13,72.42,229.25,1300.98,746.64,554.34,EUR
20250814,2,14,1,7,3,INV664553,2,15.51,99.37,196.94,1344.29,920.53,423.76,EUR
20250713,5,14,1,6,1,INV806541,5,5.08,84.79,67.33,363.4,253.19,110.21,EUR
20251212,30,3,1,4,1,INV621250,2,24.23,82.11,187.62,1801.91,990.72,811.19,EUR
20240105,7,9,4,14,2,INV680796,1,28.24,36.59,151.26,882.04,592.87,289.17,EUR
20240430,9,4,3,7,1,INV720917,3,39.37,93.98,136.12,3563.87,2468.81,1095.06,EUR
20240527,38,27,2,7,3,INV410942,3,37.78,48.97,301.91,1548.18,1051.76,496.42,EUR
20250416,9,24,3,1,1,INV514619,5,13.85,170.83,37.82,2328.18,1630.5,697.68,EUR
20240704,27,23,4,12,2,INV694707,4,5.33,87.9,92.72,375.79,190.78,185.01,EUR
20251129,36,8,2,6,1,INV729231,1,2.61,191.63,10.75,489.4,296.07,193.33,EUR
20250807,2,4,4,13,3,INV358891,5,30.48,148.96,30.77,4509.53,3275.3,1234.23,EUR
20240718,15,8,3,5,1,INV599371,4,41.83,134.79,231.3,5406.97,3815.67,1591.3,EUR
20250630,7,10,1,14,3,INV671993,3,5.34,21.79,1.66,114.7,72.29,42.41,EUR
20250906,14,2,1,5,3,INV195568,1,20.62,195.31,465.83,3561.46,2539.72,1021.74,EUR
20251109,6,25,1,1,2,INV788030,2,44.79,17.34,82.27,694.39,520.26,174.13,EUR
20250303,27,30,1,7,3,INV134582,1,43.93,124.42,269.41,5196.36,2823.25,2373.11,EUR
20240724,17,17,3,5,3,INV373817,2,49.82,49.81,98.01,2383.52,1495.99,887.53,EUR
20251213,31,19,1,8,3,INV204531,2,46.12,82.61,60.84,3749.13,2759.96,989.17,EUR
20240411,6,26,4,2,1,INV241800,1,29.57,68.79,344.82,1689.3,852.87,836.43,EUR
20240518,20,29,4,11,1,INV269420,5,28.23,134.49,219.7,3576.95,1916.42,1660.53,EUR
20250630,30,28,3,6,1,INV608117,1,38.86,125.44,945.43,3929.17,2526.19,1402.98,EUR
20250606,24,16,4,5,2,INV296631,5,4.52,115.28,100.46,420.61,215.04,205.57,EUR
20251014,32,10,1,11,2,INV228046,5,49.94,42.17,270.16,1835.81,983.43,852.38,EUR
20241017,4,3,2,2,2,INV328374,3,3.52,123.39,37.64,396.69,277.11,119.58,EUR
20250201,5,14,3,14,2,INV453511,2,49.92,43.35,283.92,1880.11,1357.21,522.9,EUR
20240317,1,5,3,5,2,INV855670,1,46.78,98.64,500.94,4113.44,2926.45,1186.99,EUR
20241009,34,17,3,7,2,INV733873,3,25.83,196.58,607.17,4470.49,3551.13,919.36,EUR
20240201,24,4,3,7,2,INV464766,4,11.2,79.17,89.53,797.17,610.6,186.57,EUR
20240707,29,21,1,8,1,INV508647,4,7.53,134.15,81.84,928.31,471.37,456.94,EUR
20250126,1,16,1,11,1,INV187035,3,43.09,134.24,317.51,5466.89,4109.19,1357.7,EUR
20240106,25,17,4,14,1,INV373339,1,39.59,107.27,660.83,3585.99,1903.38,1682.61,EUR
20240106,1,21,4,7,3,INV728626,1,33.94,197.77,1079.62,5632.69,2985.82,2646.87,EUR
20240518,35,5,1,8,2,INV276685,2,25.57,31.15,55.94,740.57,546.41,194.16,EUR
20240614,9,8,2,9,1,INV289772,2,28.25,63.94,193.65,1612.65,1034.21,578.44,EUR
20240608,34,7,3,10,3,INV724422,3,2.57,61.85,1.24,157.71,114.4,43.31,EUR
20241001,29,20,1,4,2,INV919729,1,35.52,187.84,463.08,6209.0,3159.82,3049.18,EUR
20241117,13,11,4,3,1,INV903359,5,30.01,185.47,8.52,5557.43,4328.37,1229.06,EUR
20241023,8,21,3,8,3,INV142923,5,38.2,109.6,24.46,4162.26,3238.2,924.06,EUR
20240118,5,1,3,2,3,INV401673,3,12.89,24.67,21.17,296.83,216.01,80.82,EUR
20250606,7,30,3,5,2,INV682662,4,40.19,64.69,459.55,2140.34,1152.93,987.41,EUR
20240207,12,3,2,1,2,INV332797,3,25.39,183.42,598.41,4058.62,3208.02,850.6,EUR
20251120,15,15,1,11,1,INV202075,2,41.37,127.91,957.68,4333.96,2745.09,1588.87,EUR
20240902,26,20,1,6,2,INV679390,3,47.93,183.84,1382.07,7429.38,5034.94,2394.44,EUR
20241109,2,18,3,3,3,INV872350,1,41.87,124.52,448.3,4765.35,3294.24,1471.11,EUR
20251207,20,12,2,9,3,INV939912,5,22.03,81.68,261.95,1537.46,947.92,589.54,EUR
20250306,30,8,2,8,2,INV489288,4,44.79,25.77,73.49,1080.75,684.38,396.37,EUR
20240405,15,14,1,5,3,INV678643,1,7.86,51.79,1.67,405.4,236.8,168.6,EUR
20250505,26,20,2,11,3,INV990114,4,15.49,67.25,161.23,880.47,572.01,308.46,EUR
20240703,21,26,1,9,2,INV808116,2,12.78,36.76,23.54,446.25,251.59,194.66,EUR
20250608,1,25,1,5,1,INV576440,2,16.08,146.83,161.5,2199.53,1721.55,477.98,EUR
20250211,39,4,3,9,2,INV430642,4,14.81,191.77,527.22,2312.89,1423.01,889.88,EUR
20250525,37,26,4,1,1,INV391032,2,19.08,21.67,82.42,331.04,186.66,144.38,EUR
20251103,10,20,3,11,3,INV405257,3,9.88,52.23,8.52,507.51,351.2,156.31,EUR
20240522,34,13,2,1,2,INV121239,2,30.65,84.54,468.91,2122.24,1500.52,621.72,EUR
20250906,6,15,2,2,2,INV409844,2,30.41,167.55,26.95,5068.25,2666.43,2401.82,EUR
20250420,35,30,2,2,2,INV817747,2,29.93,180.97,414.3,5002.13,2816.07,2186.06,EUR
20240106,26,8,2,14,2,INV888030,1,48.59,33.01,73.98,1529.98,837.0,692.98,EUR
20240216,20,18,3,1,1,INV258569,1,21.48,137.57,28.81,2926.19,1969.14,957.05,EUR
20251020,16,7,3,10,1,INV613182,5,24.87,124.7,1.28,3100.01,2150.91,949.1,EUR
20240707,38,21,3,7,1,INV495085,2,10.03,74.7,107.22,642.02,451.41,190.61,EUR
20251217,32,3,3,6,3,INV424119,1,36.63,120.08,546.87,3851.66,2964.07,887.59,EUR
20240820,1,10,3,12,1,INV243357,2,5.06,83.16,52.81,367.98,235.38,132.6,EUR
20250701,5,10,3,7,2,INV562518,3,42.06,94.35,620.95,3347.41,1792.47,1554.94,EUR
20241029,23,7,1,2,3,INV573285,4,21.97,89.94,169.15,1806.83,935.08,871.75,EUR
20240630,31,21,4,2,1,INV127790,5,8.85,26.44,32.77,201.22,120.0,81.22,EUR
20250714,4,14,1,13,3,INV755305,1,8.64,56.72,66.18,423.88,261.63,162.25,EUR
20251003,36,22,4,1,2,INV759763,4,32.0,48.85,76.93,1486.27,810.54,675.73,EUR
20251201,32,4,3,10,1,INV175090,2,19.55,130.79,368.44,2188.5,1519.12,669.38,EUR
20250111,27,8,4,2,1,INV399962,2,30.71,46.59,11.46,1419.32,1109.47,309.85,EUR
20240907,30,27,3,13,1,INV697476,5,28.67,142.41,713.45,3369.44,2395.37,974.07,EUR
20240315,14,5,3,7,2,INV728556,5,42.72,82.2,146.57,3365.01,2662.63,702.38,EUR
20250702,17,4,4,11,3,INV311503,4,21.22,118.32,443.09,2067.66,1245.24,822.42,EUR
20240803,34,5,1,2,1,INV916781,3,33.7,15.76,41.2,489.91,296.85,193.06,EUR
20251218,28,13,3,3,2,INV566738,2,43.7,80.07,563.69,2935.37,1897.29,1038.08,EUR
20241013,21,12,2,13,1,INV612763,3,33.96,69.66,355.5,2010.15,1375.1,635.05,EUR
20250224,17,17,4,9,2,INV717276,4,8.83,62.95,89.18,466.67,273.65,193.02,EUR
20250111,8,1,3,7,3,INV244797,3,1.28,88.52,2.94,110.37,73.97,36.4,EUR
20241130,25,18,3,14,1,INV249940,1,43.45,155.52,1014.54,5742.8,4380.29,1362.51,EUR
20251229,32,6,2,12,2,INV836261,1,31.08,121.02,162.12,3599.18,2539.02,1060.16,EUR
20241002,9,3,2,10,1,INV415791,4,43.57,134.78,1058.24,4814.12,2675.75,2138.37,EUR
20240719,19,29,4,8,3,INV998661,1,15.06,75.53,112.1,1025.38,687.18,338.2,EUR
20240520,24,4,3,12,3,INV154462,4,2.19,53.73,14.38,103.29,55.8,47.49,EUR
20241026,29,18,2,13,1,INV302446,4,32.61,177.36,802.1,4981.61,3875.39,1106.22,EUR
20251216,18,11,1,12,2,INV611954,4,38.53,94.6,288.26,3356.68,2088.19,1268.49,EUR
20240812,9,28,4,4,1,INV218304,1,49.43,177.82,1451.07,7338.57,3728.87,3609.7,EUR
20240220,34,10,3,3,2,INV956798,3,38.89,175.24,277.43,6537.65,5216.1,1321.55,EUR
20240805,28,28,4,11,3,INV499534,1,47.4,106.81,950.29,4112.5,2909.19,1203.31,EUR
20250911,26,16,1,12,1,INV499707,1,42.74,131.62,284.87,5340.57,4140.04,1200.53,EUR
20250321,39,5,1,9,2,INV539674,3,28.84,168.45,110.5,4747.6,2641.28,2106.32,EUR
20240924,40,12,1,10,1,INV492377,1,41.42,194.13,1406.54,6634.32,3471.3,3163.02,EUR
20241205,19,13,1,8,2,INV925316,5,36.05,179.97,833.41,5654.51,3744.8,1909.71,EUR
20240219,14,17,1,5,2,INV769051,1,4.0,21.67,4.2,82.48,49.87,32.61,EUR
20250129,33,11,1,11,1,INV974132,3,10.36,130.52,27.86,1324.33,866.79,457.54,EUR
20240810,31,10,4,6,2,INV630250,1,10.66,128.65,3.3,1368.11,1062.55,305.56,EUR
20250612,21,13,3,8,1,INV610717,4,27.9,16.86,90.51,379.88,259.25,120.63,EUR
20240607,30,26,1,7,3,INV652720,5,32.65,48.8,223.62,1369.7,863.98,505.72,EUR
20240419,24,17,4,7,3,INV542913,1,5.17,118.54,101.32,511.53,314.91,196.62,EUR
20241230,38,24,2,11,1,INV267595,4,4.22,175.26,106.42,633.18,480.87,152.31,EUR
20241206,35,7,3,4,2,INV473856,5,4.28,76.08,21.31,304.31,216.57,87.74,EUR
20250712,24,8,3,4,1,INV706603,5,38.75,106.74,233.52,3902.66,2405.48,1497.18,EUR
20251106,10,4,4,13,3,INV605390,3,28.42,22.64,42.5,600.93,447.28,153.65,EUR
20250311,28,18,4,10,1,INV104509,2,1.32,159.85,14.39,196.61,107.6,89.01,EUR
20250418,12,16,4,7,3,INV687386,2,13.5,23.23,23.27,290.34,209.51,80.83,EUR
20240303,11,11,2,14,3,INV488619,3,21.9,193.97,3.75,4244.19,2815.22,1428.97,EUR
20240714,1,18,4,3,3,INV983289,1,32.31,155.45,224.77,4797.82,3643.99,1153.83,EUR
20240619,31,26,4,8,2,INV883176,1,6.92,154.39,62.5,1005.88,599.21,406.67,EUR
20251210,31,21,4,4,1,INV918133,5,4.01,94.09,6.26,371.04,193.67,177.37,EUR
20240524,18,5,2,5,3,INV404367,4,11.61,138.78,16.7,1594.54,1150.71,443.83,EUR
20250510,29,16,1,13,3,INV974741,4,46.8,138.79,756.79,5738.58,3686.58,2052.0,EUR
20250120,24,23,4,6,2,INV522194,4,20.93,17.73,45.23,325.86,229.53,96.33,EUR
20250620,16,7,3,13,2,INV116858,1,31.13,79.66,80.09,2399.73,1793.16,606.57,EUR
20241015,9,22,4,11,3,INV482236,2,39.24,128.59,965.97,4079.9,2263.08,1816.82,EUR
20240331,38,3,3,4,3,INV837589,1,23.47,78.75,105.17,1743.09,1222.83,520.26,EUR
20250307,4,25,1,6,2,INV926897,5,6.6,182.5,79.2,1125.3,814.23,311.07,EUR
20240408,3,3,4,12,1,INV539415,1,2.51,16.21,3.27,37.42,25.0,12.42,EUR
20240801,17,28,4,6,3,INV577851,5,46.01,48.63,142.59,2094.88,1366.45,728.43,EUR
20251231,14,12,4,2,3,INV295969,1,14.9,86.55,147.05,1142.55,851.73,290.82,EUR
20250128,16,29,4,11,2,INV994502,3,34.26,55.61,59.35,1845.85,1408.34,437.51,EUR
20240403,32,23,2,14,3,INV527471,4,18.88,157.95,84.68,2897.42,1790.18,1107.24,EUR
20241207,17,28,2,12,2,INV802347,2,15.21,17.49,1.83,264.19,201.89,62.3,EUR
20251122,10,1,4,11,1,INV190555,3,33.66,81.63,9.6,2738.07,1439.69,1298.38,EUR
20240125,36,25,3,5,1,INV963923,2,25.28,31.76,153.25,649.64,364.37,285.27,EUR
20240228,13,8,3,7,3,INV327614,4,30.32,154.9,842.34,3854.23,2865.8,988.43,EUR
20240401,4,2,1,10,1,INV651890,5,29.84,22.53,59.61,612.69,327.29,285.4,EUR
20240104,20,28,1,3,3,INV774965,2,17.46,190.85,42.97,3289.27,2181.2,1108.07,EUR
20250906,12,20,1,10,3,INV341293,1,46.25,144.19,844.74,5824.05,3640.89,2183.16,EUR
20240331,16,25,4,7,1,INV659718,1,26.08,164.05,120.08,4158.34,2250.21,1908.13,EUR
20251012,28,17,1,6,3,INV417823,4,44.81,196.46,1354.14,7449.23,5617.03,1832.2,EUR
20241221,15,3,1,1,2,INV813955,5,47.4,138.13,971.21,5576.15,2802.07,2774.08,EUR
20250919,28,16,2,10,2,INV748789,5,15.22,36.51,61.98,493.7,393.1,100.6,EUR
20241111,9,22,4,10,1,INV597413,4,36.94,77.64,16.51,2851.51,2048.93,802.58,EUR
20250219,32,14,4,12,1,INV633816,4,24.46,175.25,107.39,4179.22,2755.07,1424.15,EUR
20240809,27,30,2,7,3,INV651513,3,2.2,148.45,25.9,300.69,220.34,80.35,EUR
20251017,11,15,4,3,3,INV266634,2,21.83,92.65,208.21,1814.34,1283.35,530.99,EUR
20240112,37,23,2,8,3,INV516370,1,47.53,198.01,611.49,8799.93,4894.33,3905.6,EUR
20251018,39,22,1,8,2,INV708992,5,12.85,70.42,96.91,807.99,436.86,371.13,EUR
20241215,40,16,4,8,1,INV554908,3,48.75,168.83,625.81,7604.65,3859.22,3745.43,EUR
20240711,36,12,1,6,1,INV175958,3,7.12,93.76,119.09,548.48,402.7,145.78,EUR
20241203,31,18,2,10,1,INV962941,2,29.92,190.31,401.41,5292.67,3275.87,2016.8,EUR
20240405,35,18,4,2,3,INV219695,3,26.75,17.48,81.64,385.95,234.78,151.17,EUR
20240214,1,23,2,5,2,INV723237,2,26.62,94.97,422.33,2105.77,1363.24,742.53,EUR
20251016,30,2,2,11,1,INV911536,2,29.89,13.42,8.16,392.96,299.89,93.07,EUR
20241214,1,3,4,14,3,INV137883,4,14.49,118.61,333.09,1385.57,859.68,525.89,EUR
20251020,39,12,2,3,1,INV338091,2,21.0,50.06,25.03,1026.23,685.77,340.46,EUR
20250128,11,29,1,1,2,INV769975,2,1.97,35.86,3.7,66.94,36.94,30.0,EUR
20250129,28,5,3,12,3,INV573151,3,12.72,189.59,354.4,2057.18,1206.5,850.68,EUR
20240126,21,16,1,13,3,INV899686,3,15.95,189.75,581.71,2444.8,1491.92,952.88,EUR
20250221,32,9,1,12,2,INV669114,4,39.66,78.76,189.87,2933.75,2293.97,639.78,EUR
20240812,17,11,1,5,2,INV787149,4,44.92,195.28,1162.57,7609.41,4760.83,2848.58,EUR
20250610,13,22,3,9,1,INV924756,3,28.52,172.67,651.37,4273.18,3324.74,948.44,EUR
20251101,36,14,2,14,2,INV972546,4,11.58,195.94,376.59,1892.4,1240.04,652.36,EUR
20240903,10,1,4,8,2,INV650004,4,1.22,106.5,15.82,114.11,65.4,48.71,EUR
20251028,27,25,2,11,3,INV364054,3,12.95,195.33,217.85,2311.67,1569.9,741.77,EUR
20241211,35,2,3,1,3,INV928842,3,16.64,21.32,70.56,284.2,144.82,139.38,EUR
20240628,35,9,4,8,1,INV868413,1,3.51,47.44,5.74,160.77,127.93,32.84,EUR
20250909,13,19,1,12,2,INV568542,2,45.82,103.1,134.05,4589.99,3633.59,956.4,EUR
20241118,18,21,3,11,3,INV818930,1,12.84,185.82,30.27,2355.66,1275.15,1080.51,EUR
20250726,23,4,3,1,3,INV239099,1,15.69,75.26,155.38,1025.45,807.88,217.57,EUR
20240406,20,7,3,4,1,INV246034,4,30.23,156.64,650.3,4084.93,2881.36,1203.57,EUR
20240817,32,20,3,4,1,INV936225,1,6.47,55.41,25.28,333.22,169.53,163.69,EUR
20240619,26,12,2,8,2,INV256224,5,22.27,138.37,558.44,2523.06,1871.7,651.36,EUR
20241218,8,23,1,9,2,INV619999,2,26.9,115.26,419.74,2680.75,1620.7,1060.05,EUR
20241216,6,9,4,1,3,INV963813,1,29.65,71.59,33.28,2089.36,1461.86,627.5,EUR
20241107,23,27,3,6,3,INV330602,4,35.23,185.52,546.24,5989.63,3846.37,2143.26,EUR
20250710,7,14,4,4,1,INV563745,3,19.88,199.56,111.4,3855.85,2028.41,1827.44,EUR
20241121,31,12,4,12,3,INV899535,2,38.29,58.89,45.78,2209.12,1603.77,605.35,EUR
20240130,33,9,1,9,3,INV563549,4,8.83,121.94,200.9,875.83,549.29,326.54,EUR
20240827,6,20,4,4,1,INV928479,2,46.22,123.57,1084.96,4626.45,2918.12,1708.33,EUR
20250520,4,10,3,1,3,INV445956,5,41.25,112.57,852.26,3791.25,2037.85,1753.4,EUR
20251124,27,15,2,11,1,INV281658,2,14.74,53.54,122.39,666.79,517.38,149.41,EUR
20250627,3,10,3,14,1,INV789512,3,32.86,20.87,50.65,635.14,473.04,162.1,EUR
20250214,20,12,1,14,3,INV251784,5,9.61,147.25,30.3,1384.77,798.47,586.3,EUR
20250427,24,25,3,8,2,INV589221,2,30.71,22.15,97.73,582.5,342.42,240.08,EUR
20240125,19,21,3,4,1,INV646661,2,32.7,57.26,330.64,1541.76,943.18,598.58,EUR
20240327,3,22,2,11,3,INV607310,4,6.82,132.08,57.78,843.01,524.69,318.32,EUR
20251130,38,4,4,10,1,INV508763,3,40.64,182.84,317.48,7113.14,3901.68,3211.46,EUR
20240424,28,5,1,12,1,INV866670,5,24.97,165.82,128.87,4011.66,2123.71,1887.95,EUR
20250717,16,13,1,13,2,INV564155,2,34.29,92.68,307.66,2870.34,2100.7,769.64,EUR
20250102,9,19,4,8,1,INV563544,3,17.97,123.02,273.57,1937.1,1392.19,544.91,EUR
20250117,13,2,3,5,2,INV153601,1,40.63,43.74,46.54,1730.62,1200.81,529.81,EUR
20250617,16,18,4,9,3,INV135877,2,37.49,68.84,178.71,2402.1,1240.89,1161.21,EUR
20250831,21,17,4,8,2,INV149525,2,32.78,19.03,1.06,622.74,457.25,165.49,EUR
20240729,18,14,4,11,2,INV412053,1,27.29,147.48,193.26,3831.47,2403.06,1428.41,EUR
20250601,7,2,1,4,3,INV797335,2,22.87,23.62,94.14,446.05,264.99,181.06,EUR
20240906,16,9,4,1,1,INV671989,3,8.82,10.56,4.38,88.76,61.89,26.87,EUR
20240622,24,26,2,3,1,INV908397,5,37.27,140.18,80.25,5144.26,3733.08,1411.18,EUR
20250131,34,4,4,4,2,INV981953,1,12.64,117.41,198.14,1285.92,676.12,609.8,EUR
20251219,31,8,4,10,1,INV588486,5,30.03,68.19,199.08,1848.67,1191.73,656.94,EUR
20240217,3,1,3,3,1,INV369462,1,39.25,193.64,1388.32,6212.05,3957.23,2254.82,EUR
20250320,16,9,3,14,1,INV933047,5,42.06,70.92,107.57,2875.33,1833.41,1041.92,EUR
20250625,24,3,1,13,3,INV890075,1,31.49,161.72,309.56,4783.0,2763.92,2019.08,EUR
20250107,27,20,4,3,3,INV514636,3,17.58,166.31,350.87,2572.86,1636.48,936.38,EUR
20250525,6,8,4,8,3,INV817598,1,34.72,138.39,480.95,4323.95,3134.97,1188.98,EUR
